all	kl64	kl47	product
2916	10	39	LysR family transcriptional regulator
2917	8	13	hemolysin family protein
2918	1	13	Non-coding region
2919	2	16	CitMHS family transporter
2920	10	12	hypothetical protein
2921	6	8	DUF2239 family protein
2922	7	14	Non-coding region
2923	3	17	sulfate adenylyltransferase subunit CysD
2924	3	14	hypothetical protein
2925	6	11	Non-coding region
2926	7	29	lysine--tRNA ligase
2927	6	10	Non-coding region
2928	8	9	YqiA/YcfP family alpha/beta fold hydrolase
2929	5	9	rubredoxin RubA
2930	6	18	Non-coding region
2931	5	13	esterase EstB
2932	8	10	LysR family transcriptional regulator OxyR
2933	4	6	hypothetical protein
2934	7	28	Non-coding region
2935	5	20	Non-coding region
2936	2	17	monofunctional biosynthetic peptidoglycan transglycosylase
2937	4	15	ABC transporter permease
2938	8	8	Non-coding region
2939	14	11	Non-coding region
2940	5	8	ABC transporter ATP-binding protein
2941	4	15	carbonic anhydrase
2942	6	24	alpha/beta fold hydrolase
2943	5	9	hypothetical protein
2944	4	11	TonB-dependent siderophore receptor
2945	13	9	Non-coding region
2946	4	9	Fe-S biogenesis protein NfuA
2947	5	12	rhomboid family intramembrane serine protease
2948	4	10	arylsulfatase
2949	7	14	Non-coding region
2950	6	10	formylglycine-generating enzyme family protein
2951	4	10	hypothetical protein
2952	3	5	Non-coding region
2953	3	5	D-serine ammonia-lyase
2954	7	9	Non-coding region
2955	7	9	inorganic phosphate transporter
2956	6	17	Non-coding region
2957	4	14	methionine synthase
2958	8	14	Non-coding region
2959	4	10	Non-coding region
2960	9	10	transketolase family protein
2961	4	4	transketolase
2962	10	5	MFS transporter
2963	5	10	Non-coding region
2964	3	12	SDR family NAD(P)-dependent oxidoreductase
2965	4	9	LysR substrate-binding domain-containing protein
2966	7	7	aldose epimerase family protein
2967	3	13	MFS transporter
2968	3	16	Non-coding region
2969	6	3	AraC family transcriptional regulator
2970	11	3	Non-coding region
2971	3	4	peptide deformylase
2972	5	12	MFS transporter
2973	5	13	hypothetical protein
2974	6	15	thiamine pyrophosphate-binding protein
2975	2	8	Non-coding region
2976	9	17	aldehyde dehydrogenase
2977	7	10	aspartate dehydrogenase
2978	7	15	SDR family oxidoreductase
2979	14	20	alpha/beta fold hydrolase
2980	0	8	cupin domain-containing protein
2981	5	11	Non-coding region
2982	11	13	NAD(P)/FAD-dependent oxidoreductase
2983	8	1	VOC family protein
2984	5	9	SDR family oxidoreductase
2985	2	14	aromatic ring-hydroxylating oxygenase subunit alpha
2986	4	11	recombinase-like helix-turn-helix domain-containing protein
2987	3	5	IclR family transcriptional regulator
2988	5	3	hypothetical protein
2989	6	15	crotonase/enoyl-CoA hydratase family protein
2990	7	13	poly-beta-1%2C6-N-acetyl-D-glucosamine biosynthesis protein PgaD
2991	1	8	poly-beta-1%2C6-N-acetyl-D-glucosamine N-deacetylase PgaB
2992	2	8	Non-coding region
2993	2	6	Non-coding region
2994	8	5	FKBP-type peptidyl-prolyl cis-trans isomerase
2995	4	8	C4-dicarboxylate transporter DctA
2996	3	3	CobW family GTP-binding protein
2997	8	9	Non-coding region
2998	2	2	hypothetical protein
2999	5	2	MarC family protein
3000	2	19	Non-coding region
3001	2	5	BCCT family transporter
3002	3	3	Non-coding region
3003	7	9	transcriptional regulator BetI
3004	8	3	betaine-aldehyde dehydrogenase
3005	2	6	Non-coding region
3006	7	3	choline dehydrogenase
3007	9	6	Non-coding region
3008	0	6	malate dehydrogenase (quinone)
3009	7	3	hypothetical protein
3010	7	8	homocysteine S-methyltransferase family protein
3011	6	2	basic amino acid/polyamine antiporter
3012	6	3	lipase family alpha/beta hydrolase
3013	8	7	Non-coding region
3014	4	5	YoaK family protein
3015	8	13	hypothetical protein
3016	8	6	YbaN family protein
3017	4	7	energy transducer TonB
3018	9	5	porin family protein
3019	2	6	Slam-dependent surface lipoprotein
3020	10	6	TonB-dependent receptor domain-containing protein
3021	7	11	Non-coding region
3022	9	4	Non-coding region
3023	4	7	Non-coding region
3024	1	4	FecR family protein
3025	6	6	sigma-70 family RNA polymerase sigma factor
3026	4	7	dihydrodipicolinate synthase family protein
3027	7	8	MFS transporter
3028	3	4	Non-coding region
3029	4	8	OprD family outer membrane porin
3030	6	5	Non-coding region
3031	8	8	hypothetical protein
3032	5	5	Non-coding region
3033	3	6	hypothetical protein
3034	4	3	N-6 DNA methylase
3035	5	7	Non-coding region
3036	5	10	type I restriction endonuclease subunit R
3037	2	6	Non-coding region
3038	8	5	Non-coding region
3039	6	11	DUF2939 domain-containing protein
3040	6	10	restriction endonuclease subunit S
3041	6	5	type I restriction-modification system subunit M
3042	6	7	Non-coding region
3043	1	7	gamma-glutamyltransferase
3044	5	5	Non-coding region
3045	6	3	DHA2 family efflux MFS transporter permease subunit
3046	13	10	Non-coding region
3047	9	5	EmrA/EmrK family multidrug efflux transporter periplasmic adaptor subunit
3048	13	9	thioesterase family protein
3049	9	1	porphobilinogen synthase
3050	6	10	NAD(P)/FAD-dependent oxidoreductase
3051	7	7	TIGR01777 family oxidoreductase
3052	5	2	ABZJ_00895 family protein
3053	13	11	VOC family protein
3054	8	9	exonuclease SbcCD subunit D
3055	8	4	AAA family ATPase
3056	10	6	Non-coding region
3057	6	10	Non-coding region
3058	10	5	Non-coding region
3059	6	8	YggS family pyridoxal phosphate-dependent enzyme
3060	8	3	type IV pilus twitching motility protein PilT
3061	6	4	PilT/PilU family type 4a pilus ATPase
3062	6	8	ferric iron uptake transcriptional regulator
3063	3	5	outer membrane protein assembly factor BamE
3064	23	36	hypothetical protein
3065	10	7	bacteriohemerythrin
3066	7	5	GNAT family N-acetyltransferase
3067	5	8	acetylglutamate kinase
3068	8	6	phosphomannomutase/phosphoglucomutase
3069	15	4	Non-coding region
3070	6	8	dUTP diphosphatase
3071	11	3	Non-coding region
3072	7	6	Non-coding region
3073	9	10	OmpA family protein
3074	6	4	hypothetical protein
3075	11	5	Non-coding region
3076	19	23	septum site-determining protein MinC
3079	7	14	DNA translocase FtsK
3080	8	12	Non-coding region
3081	5	7	Non-coding region
3082	2	7	thioredoxin-disulfide reductase
3083	6	7	leucyl/phenylalanyl-tRNA--protein transferase
3084	6	8	arginyltransferase
3085	4	2	ribosomal protein S18-alanine N-acetyltransferase
3086	34	3	metal-dependent hydrolase
3087	9	5	elongation factor Tu
3088	4	5	Non-coding region
3089	8	8	elongation factor G
3090	4	3	Non-coding region
3091	6	0	30S ribosomal protein S7
3093	2	3	Non-coding region
3095	1	2	protoporphyrinogen oxidase HemJ
3097	0	9	hypothetical protein
3098	5	25	NAD+ synthase
3099	1	5	hypothetical protein
3100	13	16	Non-coding region
3101	56	33	carnitine monooxygenase%2C reductase subunit CntB
3102	45	38	NAD-dependent succinate-semialdehyde dehydrogenase
3103	5	15	carnitine monooxygenase subunit alpha
3104	29	10	alpha/beta hydrolase
3105	33	2	BCCT family carnitine transporter
3106	1	6	Non-coding region
3107	21	3	tartrate dehydrogenase
3108	8	0	LysR family transcriptional regulator
3109	3	73	porin
3110	11	10	Non-coding region
3111	46	43	YfhL family 4Fe-4S dicluster ferredoxin
3112	41	55	SsrA-binding protein SmpB
3113	29	27	peptidoglycan editing factor PgeF
3114	40	50	23S rRNA pseudouridine(1911/1915/1917) synthase RluD
3115	46	49	outer membrane protein assembly factor BamD
3116	37	44	DNA primase
3117	57	15	Non-coding region
3118	17	31	glutamyl-tRNA reductase
3119	28	3	Non-coding region
3120	5	244	tetratricopeptide repeat protein
3121	5	32	lipoprotein insertase outer membrane protein LolB
3122	4	4	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
3123	5	8	ribose-phosphate pyrophosphokinase
3124	4	8	50S ribosomal protein L25
3125	4	3	aminoacyl-tRNA hydrolase
3126	9	4	GDYXXLXY domain-containing protein
3127	9	3	Non-coding region
3128	3	4	3%2C4-dihydroxy-2-butanone-4-phosphate synthase
3129	0	2	HAD-IA family hydrolase
3130	4	2	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
3131	2	5	peptidoglycan-binding protein LysM
3132	4	3	3-oxoacyl-ACP reductase FabG
3133	2	4	Non-coding region
3134	8	6	50S ribosomal protein L32
3135	5	2	elongation factor P hydroxylase
3136	4	3	segregation and condensation protein A
3137	6	6	SMC-Scp complex subunit ScpB
3138	2	4	23S rRNA pseudouridine(2605) synthase RluB
3139	4	5	dethiobiotin synthase
3140	3	4	8-amino-7-oxononanoate synthase
3141	4	8	adenosylmethionine--8-amino-7-oxononanoate transaminase
3142	5	1	alpha/beta fold hydrolase
3143	3	3	Non-coding region
3144	2	5	trehalose-phosphatase
3145	2	12	Non-coding region
3146	6	9	MFS transporter
3147	6	4	heteropolymeric bacterioferritin subunit Ftn
3148	7	3	NAD-dependent DNA ligase LigA
3149	0	1	Non-coding region
3150	9	8	cell division protein ZipA C-terminal FtsZ-binding domain-containing protein
3151	2	3	chromosome segregation protein SMC
3152	0	6	Non-coding region
3153	2	4	Non-coding region
3154	1	4	Non-coding region
3155	6	5	GntR family transcriptional regulator
3156	2	3	sulfite exporter TauE/SafE family protein
3157	11	4	biotin--[acetyl-CoA-carboxylase] ligase
3158	1	5	signal recognition particle protein
3159	8	8	Non-coding region
3160	8	2	cytochrome C assembly family protein
3161	7	12	tRNA dihydrouridine synthase
3162	4	7	DUF6160 family protein
3163	7	10	DUF6160 family protein
3164	3	4	Non-coding region
3165	6	6	DUF6160 family protein
3166	8	4	hypothetical protein
3167	9	5	Non-coding region
3168	4	5	hypothetical protein
3169	5	7	Non-coding region
3198	2	2	NADH-quinone oxidoreductase subunit NuoG
3199	6	3	Non-coding region
3200	1	4	Non-coding region
3201	3	8	NADH-quinone oxidoreductase subunit NuoF
3202	10	11	NADH-quinone oxidoreductase subunit NuoE
3203	7	5	NADH-quinone oxidoreductase subunit C/D
3204	9	5	Non-coding region
3205	7	2	NuoB/complex I 20 kDa subunit family protein
3206	5	4	GGDEF domain-containing protein
3207	5	2	Non-coding region
3208	1	5	hypothetical protein
3209	4	10	Non-coding region
3210	5	6	response regulator transcription factor BfmR
3211	4	4	hypothetical protein
3212	4	4	Non-coding region
3213	0	1	Non-coding region
3214	8	6	hypothetical protein
3215	9	2	Non-coding region
3216	3	9	DMT family transporter
3217	6	4	2-keto-4-pentenoate hydratase
3218	2	8	flavin reductase
3219	1	6	LLM class flavin-dependent oxidoreductase
3220	4	3	aldehyde dehydrogenase (NADP(+))
3221	6	0	Non-coding region
3222	3	5	NUDIX hydrolase
3223	9	9	IclR family transcriptional regulator
3224	5	3	MFS transporter
3225	6	9	Non-coding region
3226	10	4	hypothetical protein
3227	10	2	SDR family NAD(P)-dependent oxidoreductase
3228	6	6	type II toxin-antitoxin system Phd/YefM family antitoxin
3229	4	6	beta strand repeat-containing protein
3230	6	2	Non-coding region
3231	5	6	Non-coding region
3232	2	5	TetR/AcrR family transcriptional regulator
3233	3	5	darcynin family protein
3234	1	3	His-Xaa-Ser system radical SAM maturase HxsC
3235	4	4	His-Xaa-Ser system radical SAM maturase HxsB
3236	4	3	hypothetical protein
3237	5	2	TetR/AcrR family transcriptional regulator
3238	7	7	flavin reductase
3239	6	5	methionine synthase
3240	6	2	DUF1852 domain-containing protein
3241	10	0	LysR family transcriptional regulator
3242	5	7	LysE family translocator
3243	11	6	fatty acid desaturase
3244	6	9	AraC family transcriptional regulator
3245	4	4	M20 family metallopeptidase
3246	3	7	Non-coding region
3247	9	4	long-chain fatty acid transporter
3248	6	6	LysR family transcriptional regulator
3249	7	22	Non-coding region
3250	7	5	MFS transporter
3251	7	5	substrate-binding domain-containing protein
3252	1	2	LysR family transcriptional regulator
3253	4	8	FAD-dependent tricarballylate dehydrogenase TcuA
3254	7	4	tricarballylate utilization 4Fe-4S protein TcuB
3255	6	6	Non-coding region
3256	2	8	CaiB/BaiF CoA transferase family protein
3257	4	9	MFS transporter
3258	11	2	acyl-CoA dehydrogenase
3259	1	6	Non-coding region
3260	7	9	LysR substrate-binding domain-containing protein
3261	4	2	zinc-binding dehydrogenase
3262	3	4	Non-coding region
3263	2	11	adenosine deaminase
3264	5	6	quinolinate synthase NadA
3265	2	7	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ
3266	2	5	Non-coding region
3267	6	8	methylated-DNA--[protein]-cysteine S-methyltransferase
3268	5	3	cation transporter
3269	5	6	copper resistance protein B
3270	8	6	copper resistance system multicopper oxidase
3271	2	0	Non-coding region
3272	2	1	hypothetical protein
3273	3	5	ribulose-phosphate 3-epimerase
3274	21	4	DUF2218 domain-containing protein
3275	11	6	C13 family peptidase
3276	10	2	Non-coding region
3277	12	4	class I SAM-dependent methyltransferase
3278	3	3	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
3279	12	4	CoA pyrophosphatase
3280	13	7	NUDIX hydrolase
3281	18	6	Non-coding region
3282	7	5	putative pilus assembly protein FilE
3283	4	5	Non-coding region
3284	4	2	putative pilus system OmpP1/FadL family transporter FilD
3285	2	3	putative pilus system protein FilC
3286	4	7	putative pilus system C39 family peptidase FilB
3287	5	4	Non-coding region
3288	4	3	putative pilus system protein FilA
3289	3	0	anthranilate synthase component I family protein
3290	3	7	histidinol-phosphate transaminase
3291	46	13	histidinol dehydrogenase
3293	3	4	ATP phosphoribosyltransferase
3294	3	4	Non-coding region
3295	9	7	BolA family iron metabolism protein IbaG
3296	6	4	RNA polymerase factor sigma-54
3297	7	3	Non-coding region
3299	4	2	Non-coding region
3300	1	4	Non-coding region
3301	4	4	Non-coding region
3302	2	7	Non-coding region
3303	4	6	MlaA family lipoprotein
3304	3	6	RsbU family protein phosphatase GigA
3305	4	11	anti-anti-sigma factor GigB
3306	9	8	carbon-nitrogen hydrolase family protein
3307	8	9	DUF4951 domain-containing protein
3308	7	5	organic hydroperoxide resistance protein
3309	4	6	Non-coding region
3310	6	6	hypothetical protein
3311	5	0	mechanosensitive ion channel family protein
3312	7	4	DUF2339 domain-containing protein
3313	5	11	Non-coding region
3314	7	4	Non-coding region
3315	1	4	DNA polymerase I
3316	2	7	Non-coding region
3317	1	7	YggT family protein
3318	7	6	pyrroline-5-carboxylate reductase
3319	6	6	tRNA lysidine(34) synthetase TilS
3320	8	4	acetyl-CoA carboxylase carboxyltransferase subunit alpha
3321	7	10	exopolyphosphatase
3322	11	7	Non-coding region
3323	8	9	thioredoxin
3324	5	2	Non-coding region
3325	6	4	hypothetical protein
3326	1	1	phenylalanine--tRNA ligase subunit beta
3328	5	7	phenylalanine--tRNA ligase subunit alpha
3329	8	10	hypothetical protein
3330	6	7	GNAT family N-acetyltransferase
3331	8	4	NADAR family protein
3332	5	3	50S ribosomal protein L20
3333	2	3	Non-coding region
3334	1	16	YqaA family protein
3335	4	6	translation initiation factor IF-3
3336	5	3	threonine--tRNA ligase
3337	7	3	Non-coding region
3338	4	3	acyl-CoA synthetase
3339	5	8	Non-coding region
3340	7	8	ribosome biogenesis factor YjgA
3341	4	4	pantoate--beta-alanine ligase
3342	3	4	3-methyl-2-oxobutanoate hydroxymethyltransferase
3343	9	8	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
3344	12	5	Non-coding region
3345	4	4	ComEA family DNA-binding protein
3346	2	3	SDR family oxidoreductase
3347	3	10	RelA/SpoT family protein
3348	4	3	Non-coding region
3349	4	8	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
3350	1	5	Non-coding region
3351	4	4	3'-5' exonuclease
3352	3	5	cysteine synthase CysM
3353	5	11	GacS-like sensor histidine kinase
3354	7	9	Non-coding region
3355	7	7	Non-coding region
3356	2	5	crotonase/enoyl-CoA hydratase family protein
3357	3	8	hydroxypyruvate isomerase family protein
3358	6	2	ribosome silencing factor
3414	1	0	LPS-assembly lipoprotein LptE
3415	3	6	MacA family efflux pump subunit
3416	2	4	MacB family efflux pump subunit
3417	3	2	Non-coding region
3418	2	7	efflux transporter outer membrane subunit
3419	3	1	Non-coding region
3420	6	1	enoyl-ACP reductase FabI
3421	12	5	Bax inhibitor-1/YccA family protein
3422	15	19	oligoribonuclease
3423	8	12	Non-coding region
3424	0	7	rhodanese-like domain-containing protein
3425	4	9	4'-phosphopantetheinyl transferase family protein
3426	6	8	ribosome biogenesis GTPase Der
3427	2	8	outer membrane protein assembly factor BamB
3428	3	10	YfgM family protein
3429	4	6	histidine--tRNA ligase
3430	4	12	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
3431	4	14	Non-coding region
3432	6	6	helix-turn-helix domain-containing protein
3433	7	9	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
3434	3	8	nucleoside-diphosphate kinase
3435	6	5	Fe-S cluster assembly protein IscX
3436	3	9	glycosyltransferase family 4 protein
3437	4	12	carboxy terminal-processing peptidase
3438	3	8	Non-coding region
3439	1	8	Non-coding region
3440	4	7	beta-N-acetylhexosaminidase
3441	5	5	class I SAM-dependent methyltransferase
3442	2	6	alpha/beta fold hydrolase
3443	4	11	Non-coding region
3444	13	12	glutamate-5-semialdehyde dehydrogenase
3445	7	12	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
3446	5	8	Non-coding region
3447	5	14	gluconokinase
3448	5	5	Non-coding region
3449	3	9	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
3450	4	8	Non-coding region
3451	6	5	Non-coding region
3452	9	8	acetate/propionate family kinase
3453	4	8	phosphate acetyltransferase
3454	7	5	Non-coding region
3455	10	8	Non-coding region
3456	10	24	fumarate hydratase
3457	5	8	DUF2059 domain-containing protein
3458	6	9	DUF2846 domain-containing protein
3459	3	4	ATP-dependent Clp protease ATP-binding subunit ClpX
3460	3	9	ATP-dependent Clp endopeptidase proteolytic subunit ClpP
3461	1	6	trigger factor
3462	3	6	Non-coding region
3463	1	7	TonB-dependent receptor
3464	5	8	Non-coding region
3465	4	6	Fe2+-dependent dioxygenase
3466	11	10	2-isopropylmalate synthase
3467	3	11	Non-coding region
3468	3	5	homoserine O-succinyltransferase MetX
3469	6	4	methionine biosynthesis protein MetW
3470	2	4	tetratricopeptide repeat protein
3471	4	6	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase
3472	2	18	Sec-independent protein translocase subunit TatA
3473	6	8	Sec-independent protein translocase protein TatB
3474	8	16	PhoX family protein
3475	1	13	Non-coding region
3476	3	9	PhoX family protein
3477	6	8	Non-coding region
3478	4	10	Non-coding region
3479	0	6	NRDE family protein
3480	4	7	prolipoprotein diacylglyceryl transferase
3481	1	4	hypothetical protein
3482	13	7	dihydrofolate reductase
3483	3	4	DUF4105 domain-containing protein
3484	5	10	peptide-methionine (S)-S-oxide reductase MsrA
3485	6	3	ExbD/TolR family protein
3486	6	3	energy transducer TonB
3487	10	13	formyltetrahydrofolate deformylase
3488	4	5	TetR/AcrR family transcriptional regulator
3489	11	11	coniferyl aldehyde dehydrogenase
3490	5	8	50S ribosomal protein L28
3491	4	5	cation:proton antiporter
3492	8	5	Non-coding region
3493	4	5	hypothetical protein
3494	3	5	ASCH domain-containing protein
3495	3	8	Non-coding region
3496	6	9	HdeD family acid-resistance protein
3497	6	7	hypothetical protein
3498	9	9	type I DNA topoisomerase
3499	93	53	Non-coding region
3500	29	4	hypothetical protein
3501	24	12	winged helix-turn-helix transcriptional regulator
3502	10	14	SlyX family protein
3503	4	4	ATP-binding cassette domain-containing protein
3504	4	7	Non-coding region
3505	9	3	LysE family translocator
3506	5	5	LpxL/LpxP family Kdo(2)-lipid IV(A) lauroyl/palmitoleoyl acyltransferase
3507	4	5	glycosyltransferase family 4 protein
3508	4	8	glutamate/aspartate:proton symporter GltP
3509	8	8	Non-coding region
3510	8	6	endonuclease/exonuclease/phosphatase family protein
3511	7	2	aspartate-semialdehyde dehydrogenase
3512	9	2	type IV pilus assembly protein FimV
3513	4	7	Non-coding region
3514	6	7	hypothetical protein
3515	3	13	asparaginase
3516	4	4	tRNA pseudouridine(38-40) synthase TruA
3517	7	6	AraC family transcriptional regulator
3518	2	2	translation initiation factor IF-1
3519	8	3	lysozyme inhibitor LprI family protein
3520	5	3	3-isopropylmalate dehydrogenase
3521	3	5	hypothetical protein
3522	6	4	3-isopropylmalate dehydratase large subunit
3523	5	8	Non-coding region
3524	6	7	DUF2061 domain-containing protein
3525	3	7	hypothetical protein
3526	6	5	HAD family hydrolase
3527	3	3	RNA pyrophosphohydrolase
3528	6	6	Non-coding region
3529	1	3	Non-coding region
3530	3	9	catalase/peroxidase HPI
3531	8	10	Non-coding region
3532	10	9	MBL fold metallo-hydrolase
3533	6	9	Non-coding region
3534	8	6	DNA-binding transcriptional regulator HcaR
3535	6	2	DUF1345 domain-containing protein
3536	4	4	glutathione S-transferase family protein
3537	3	7	helix-turn-helix transcriptional regulator
3538	4	7	RluA family pseudouridine synthase
3539	18	22	Non-coding region
3540	13	7	Rne/Rng family ribonuclease
3541	4	4	Non-coding region
3542	4	4	Non-coding region
3543	7	5	long-chain-acyl-CoA synthetase
3544	5	5	Non-coding region
3545	3	19	Non-coding region
3546	10	2	LysR family transcriptional regulator
3547	3	6	SDR family oxidoreductase
3548	6	3	Non-coding region
3549	6	5	DMT family transporter
3550	2	36	Non-coding region
3551	4	5	acyl-CoA dehydrogenase family protein
3552	6	6	SfnB family sulfur acquisition oxidoreductase
3553	6	3	ABC1 kinase family protein
3554	4	4	Non-coding region
3555	3	5	type B 50S ribosomal protein L31
3556	6	3	fluoride efflux transporter CrcB
3557	3	2	GFA family protein
3558	4	2	SAM-dependent methyltransferase
3559	4	6	DNA gyrase inhibitor YacG
3560	3	14	ferrochelatase
3561	23	34	DUF4062 domain-containing protein
3562	3	5	glutamate racemase
3563	5	4	DUF1285 domain-containing protein
3564	4	2	electron transfer flavoprotein-ubiquinone oxidoreductase
3565	5	5	Non-coding region
3566	5	5	hypothetical protein
3567	7	2	HlyC/CorC family transporter
3568	3	3	apolipoprotein N-acyltransferase
3569	3	2	tRNA-binding protein
3570	3	1	hypothetical protein
3571	2	4	type II secretion system inner membrane protein GspF
3572	4	4	primosomal protein N'
3573	3	6	Non-coding region
3574	6	9	monovalent cation:proton antiporter-2 (CPA2) family protein
3575	4	5	Non-coding region
3576	6	5	Hsp33 family molecular chaperone HslO
3577	6	6	LysE family translocator
3578	10	2	DnaJ C-terminal domain-containing protein
3579	6	5	chaperone modulator CbpM
3580	6	11	magnesium transporter CorA family protein
3581	4	3	polyribonucleotide nucleotidyltransferase
3582	3	5	Non-coding region
3583	2	5	30S ribosomal protein S15
3584	4	5	serine hydrolase domain-containing protein
3585	1	5	Non-coding region
3586	4	4	exodeoxyribonuclease V subunit alpha
3587	5	7	Non-coding region
3588	4	1	UvrD-helicase domain-containing protein
3589	5	5	Non-coding region
3590	9	8	Non-coding region
3591	1	5	exodeoxyribonuclease V subunit gamma
3592	10	56	Non-coding region
3593	4	45	Non-coding region
3594	2	3	Non-coding region
3595	5	1	hypothetical protein
3596	4	3	polyphosphate:AMP phosphotransferase
3597	2	2	FFLEELY motif protein
3598	4	4	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1%2C4-benzoquinol methylase UbiE
3599	2	6	ubiquinone biosynthesis accessory factor UbiJ
3600	6	1	ABC1 kinase family protein
3601	1	1	Non-coding region
3602	4	3	FAD-dependent oxidoreductase
3603	3	3	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
3604	2	6	UvrD-helicase domain-containing protein
3605	5	5	AAA family ATPase
3606	5	3	Non-coding region
3607	5	2	monovalent cation/H+ antiporter subunit A
3608	5	5	Non-coding region
3609	5	4	Non-coding region
3610	3	3	Na+/H+ antiporter subunit C
3611	2	3	Non-coding region
3612	2	1	Na+/H+ antiporter subunit E
3613	5	9	monovalent cation/H+ antiporter subunit F
3614	6	19	translation initiation factor IF-2
3615	1	8	Non-coding region
3616	1	2	Non-coding region
3617	8	2	transcription termination factor NusA
3618	5	2	ribosome maturation factor RimP
3619	5	3	preprotein translocase subunit SecG
3620	1	6	triose-phosphate isomerase
3621	6	7	type IV-A pilus assembly ATPase PilB
3622	3	3	type II secretion system F family protein
3623	4	2	Non-coding region
3624	6	9	prepilin peptidase
3625	5	3	dephospho-CoA kinase
3626	3	4	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
3627	5	3	pyrimidine/purine nucleoside phosphorylase
3628	3	6	Non-coding region
3629	6	7	DNA repair protein RecN
3630	2	7	Non-coding region
3631	7	12	YqgE/AlgH family protein
3632	5	14	HlyD family secretion protein
3633	2	10	DUF1656 domain-containing protein
3634	2	6	Non-coding region
3635	4	3	IclR family transcriptional regulator
3636	4	7	alpha-ketoglutarate-dependent dioxygenase AlkB family protein
3637	4	4	methylated-DNA--[protein]-cysteine S-methyltransferase
3638	4	1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
3639	5	5	thioesterase family protein
3640	108	180	excinuclease ABC subunit UvrC
3641	4	7	Non-coding region
3642	3	3	CHAP domain-containing protein
3643	1	5	Non-coding region
3644	2	4	fatty acid oxidation complex subunit alpha FadB
3645	4	2	Non-coding region
3646	0	6	acetyl-CoA C-acyltransferase FadA
3647	7	9	hypothetical protein
3648	3	3	hypothetical protein
3649	0	3	RBBP9/YdeN family alpha/beta hydrolase
3650	4	4	hypothetical protein
3651	6	2	DsbA family oxidoreductase
3652	5	9	hypothetical protein
3653	6	4	hypothetical protein
3654	4	0	molecular chaperone HtpG
3655	5	7	Non-coding region
3656	11	5	lysozyme inhibitor LprI family protein
3657	8	3	OmpW/AlkL family protein
3658	2	3	Non-coding region
3659	2	7	alpha/beta fold hydrolase
3660	2	5	DUF4442 domain-containing protein
3661	8	4	YMGG-like glycine zipper-containing protein
3662	6	4	DNA-directed RNA polymerase subunit beta'
3663	3	6	Non-coding region
3664	6	0	Non-coding region
3665	4	6	Non-coding region
3666	3	6	DNA-directed RNA polymerase subunit beta
3667	4	5	Non-coding region
3668	8	1	Non-coding region
3669	5	6	Non-coding region
3670	8	4	50S ribosomal protein L7/L12
3671	12	0	50S ribosomal protein L10
3672	3	2	50S ribosomal protein L1
3673	3	5	transcription termination/antitermination protein NusG
3674	6	8	elongation factor Tu
3675	6	1	Non-coding region
3676	12	8	anthranilate synthase component I
3677	7	2	phosphoglycolate phosphatase
3678	6	6	FHA domain-containing protein
3679	7	5	type II secretion system secretin GspD
3680	2	7	Non-coding region
3681	4	6	type II secretion system protein N
3682	3	5	type II secretion system protein N
3683	5	10	H-NS histone family protein
3684	7	5	acyl-CoA thioesterase
3685	4	4	hypothetical protein
3686	6	1	uroporphyrinogen-III synthase
3687	6	8	hydroxymethylbilane synthase
3688	2	6	LytR/AlgR family response regulator transcription factor
3689	26	68	sensor histidine kinase
3690	75	69	argininosuccinate lyase
3691	9	10	oxidative damage protection protein
3707	80	102	FeoA family protein
3708	42	80	DsbC family protein
3709	51	107	Non-coding region
3710	34	57	homoserine dehydrogenase
3711	66	60	threonine synthase
3712	89	32	D-alanyl-D-alanine endopeptidase PBP7/8
3725	21	36	hypothetical protein
3726	65	157	DNA adenine methylase
3727	5	4	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
3728	2	7	transcriptional regulator NrdR
3729	4	2	ammonium transporter
3730	4	4	P-II family nitrogen regulator
3731	8	4	accessory factor UbiK family protein
3732	5	3	Non-coding region
3733	1	1	PLP-dependent aminotransferase family protein
3734	10	13	aldolase
3735	9	12	dihydrodipicolinate synthase family protein
3736	4	7	TorF family putative porin
3737	3	6	hypothetical protein
3738	18	15	OprD family outer membrane porin
3739	1	3	inorganic diphosphatase
3740	6	1	MAPEG family protein
3741	10	8	long-chain-fatty-acid--CoA ligase
